"","label","vacc","weighted.mean","var","mean.diff","sd.pooled","smd","characteristic","levels","vacc_type","data"
"1","Urban/Rural index: 2 Other Urban Areas","uv",0.383684653499807,0.236471238981386,-0.00494864671598438,0.486861991918484,-0.0101643726520614,"Urban/Rural index","2 Other Urban Areas","PB","Matched"
"2","Urban/Rural index: 2 Other Urban Areas","vacc",0.388633300215791,0.237597959368283,-0.00494864671598438,0.486861991918484,-0.0101643726520614,"Urban/Rural index","2 Other Urban Areas","PB","Matched"
"3","Urban/Rural index: 5 Accessible Rural","uv",0.0882803980011349,0.080487139109903,0.0026177623932381,0.281790571876229,0.00928974442192447,"Urban/Rural index","5 Accessible Rural","PB","Matched"
"4","Urban/Rural index: 5 Accessible Rural","vacc",0.0856626356078967,0.0783247136867615,0.0026177623932381,0.281790571876229,0.00928974442192447,"Urban/Rural index","5 Accessible Rural","PB","Matched"
"5","Urban/Rural index: 3 Accessible Small Towns","uv",0.100495919370387,0.0903966802422558,0.00557091900124244,0.296910008373365,0.0187629882595167,"Urban/Rural index","3 Accessible Small Towns","PB","Matched"
"6","Urban/Rural index: 3 Accessible Small Towns","vacc",0.0949250003691446,0.0859144259022875,0.00557091900124244,0.296910008373365,0.0187629882595167,"Urban/Rural index","3 Accessible Small Towns","PB","Matched"
"7","Urban/Rural index: 1 Large Urban Areas","uv",0.319134978241564,0.217288302251421,-0.00169384625444818,0.466468890578218,-0.00363120947325888,"Urban/Rural index","1 Large Urban Areas","PB","Matched"
"8","Urban/Rural index: 1 Large Urban Areas","vacc",0.320828824496012,0.217898149503126,-0.00169384625444818,0.466468890578218,-0.00363120947325888,"Urban/Rural index","1 Large Urban Areas","PB","Matched"
"9","Urban/Rural index: 4 Remote Small Towns","uv",0.0474677736785152,0.0452146795166807,-0.00103993300553295,0.213739895611663,-0.00486541364941232,"Urban/Rural index","4 Remote Small Towns","PB","Matched"
"10","Urban/Rural index: 4 Remote Small Towns","vacc",0.0485077066840481,0.0461548064354883,-0.00103993300553295,0.213739895611663,-0.00486541364941232,"Urban/Rural index","4 Remote Small Towns","PB","Matched"
"11","Urban/Rural index: 6 Remote Rural","uv",0.0560234902514191,0.0528849703472337,-0.000506255418515025,0.230455219483564,-0.00219676264937506,"Urban/Rural index","6 Remote Rural","PB","Matched"
"12","Urban/Rural index: 6 Remote Rural","vacc",0.0565297456699341,0.0533342460272021,-0.000506255418515025,0.230455219483564,-0.00219676264937506,"Urban/Rural index","6 Remote Rural","PB","Matched"
"13","Urban/Rural index: Unknown","uv",0.0049127869571729,0.00488866179362618,0,0.0699189659078721,0,"Urban/Rural index","Unknown","PB","Matched"
"14","Urban/Rural index: Unknown","vacc",0.0049127869571729,0.00488866179362618,0,0.0699189659078721,0,"Urban/Rural index","Unknown","PB","Matched"
"15","Smoker status: Unknown","uv",0.22000383910359,0.171602511861159,0.0014976722797736,0.413741521936844,0.00361982590667372,"Smoker status","Unknown","PB","Matched"
"16","Smoker status: Unknown","vacc",0.218506166823817,0.170761582088072,0.0014976722797736,0.413741521936844,0.00361982590667372,"Smoker status","Unknown","PB","Matched"
"17","Smoker status: Non Smoker","uv",0.406466147332983,0.241251927302154,-0.006547570079461,0.491775266424572,-0.0133141508459032,"Smoker status","Non Smoker","PB","Matched"
"18","Smoker status: Non Smoker","vacc",0.413013717412444,0.242433898031764,-0.006547570079461,0.491775266424572,-0.0133141508459032,"Smoker status","Non Smoker","PB","Matched"
"19","Smoker status: Smoker","uv",0.222862072820623,0.173194934656396,0.0047482539461555,0.414569339968318,0.0114534614318521,"Smoker status","Smoker","PB","Matched"
"20","Smoker status: Smoker","vacc",0.218113818874468,0.170540540627137,0.0047482539461555,0.414569339968318,0.0114534614318521,"Smoker status","Smoker","PB","Matched"
"21","Smoker status: Ex Smoker","uv",0.150667940742803,0.127967382308111,0.000301643853531874,0.357577911402315,0.000843575187149888,"Smoker status","Ex Smoker","PB","Matched"
"22","Smoker status: Ex Smoker","vacc",0.150366296889271,0.127756543137573,0.000301643853531874,0.357577911402315,0.000843575187149888,"Smoker status","Ex Smoker","PB","Matched"
"23","Sex: M","uv",0.388713457323723,0.237615806644731,0.0110363681236276,0.486134450499986,0.0227022958613131,"Sex","M","PB","Matched"
"24","Sex: M","vacc",0.377677089200095,0.235037601281116,0.0110363681236276,0.486134450499986,0.0227022958613131,"Sex","M","PB","Matched"
"25","No. risk groups: 0","uv",0.55008026257781,0.247492489358292,-0.00318519034149034,0.497320722598131,-0.00640470062226663,"No. risk groups","0","PB","Matched"
"26","No. risk groups: 0","vacc",0.553265452919301,0.247163312892763,-0.00318519034149034,0.497320722598131,-0.00640470062226663,"No. risk groups","0","PB","Matched"
"27","No. risk groups: 1","uv",0.286555332662545,0.204441805233353,0.00109055854738443,0.451894275441338,0.00241330463042346,"No. risk groups","1","PB","Matched"
"28","No. risk groups: 1","vacc",0.28546477411516,0.203975067119951,0.00109055854738443,0.451894275441338,0.00241330463042346,"No. risk groups","1","PB","Matched"
"29","No. risk groups: 2","uv",0.104364554526873,0.0934727914574825,0.000331175419611918,0.305518758191701,0.00108397736876149,"No. risk groups","2","PB","Matched"
"30","No. risk groups: 2","vacc",0.104033379107261,0.093210631756516,0.000331175419611918,0.305518758191701,0.00108397736876149,"No. risk groups","2","PB","Matched"
"31","No. risk groups: 3","uv",0.0375979024150493,0.0361843764763534,0.00109477734253875,0.188885014754333,0.0057959989253919,"No. risk groups","3","PB","Matched"
"32","No. risk groups: 3","vacc",0.0365031250725105,0.0351707211211355,0.00109477734253875,0.188885014754333,0.0057959989253919,"No. risk groups","3","PB","Matched"
"33","No. risk groups: 4","uv",0.0138439762988088,0.0136523494172048,0.000301643853531869,0.116213844428543,0.00259559310695846,"No. risk groups","4","PB","Matched"
"34","No. risk groups: 4","vacc",0.013542332445277,0.0133589658565184,0.000301643853531869,0.116213844428543,0.00259559310695846,"No. risk groups","4","PB","Matched"
"35","No. risk groups: 5+","uv",0.00755797151891391,0.00750086440776603,0.000367035178423394,0.0855573089872899,0.00428993364527068,"No. risk groups","5+","PB","Matched"
"36","No. risk groups: 5+","vacc",0.00719093634049052,0.00713924183452716,0.000367035178423394,0.0855573089872899,0.00428993364527068,"No. risk groups","5+","PB","Matched"
"37","No. previous tests: 0","uv",0.758349522959738,0.183255910547069,0.0119645030575718,0.431596299690896,0.0277215144479706,"No. previous tests","0","PB","Matched"
"38","No. previous tests: 0","vacc",0.746385019902166,0.189294821266678,0.0119645030575718,0.431596299690896,0.0277215144479706,"No. previous tests","0","PB","Matched"
"39","No. previous tests: 1","uv",0.146189689686522,0.12481852760876,-0.00373996190427975,0.355154577345595,-0.0105305186610067,"No. previous tests","1","PB","Matched"
"40","No. previous tests: 1","vacc",0.149929651590802,0.127451020010297,-0.00373996190427975,0.355154577345595,-0.0105305186610067,"No. previous tests","1","PB","Matched"
"41","No. previous tests: 2","uv",0.036509453265242,0.0351765872891007,-0.00175501878418543,0.189706308729926,-0.0092512410153104,"No. previous tests","2","PB","Matched"
"42","No. previous tests: 2","vacc",0.0382644720494274,0.0368003798547672,-0.00175501878418543,0.189706308729926,-0.0092512410153104,"No. previous tests","2","PB","Matched"
"43","No. previous tests: 4-9","uv",0.018284258198701,0.0179499819646266,-0.00276752962121548,0.138849982870144,-0.0199317966340964,"No. previous tests","4-9","PB","Matched"
"44","No. previous tests: 4-9","vacc",0.0210517878199165,0.020608653521452,-0.00276752962121548,0.138849982870144,-0.0199317966340964,"No. previous tests","4-9","PB","Matched"
"45","No. previous tests: 3","uv",0.0113042616159251,0.0111764988608656,-0.00101883902976149,0.108045745799986,-0.00942970056079356,"No. previous tests","3","PB","Matched"
"46","No. previous tests: 3","vacc",0.0123231006456866,0.012171267510085,-0.00101883902976149,0.108045745799986,-0.00942970056079356,"No. previous tests","3","PB","Matched"
"47","No. previous tests: 10+","uv",0.0293628142738715,0.0285006995312419,-0.00268315371812964,0.172510563285439,-0.0155535618632817,"No. previous tests","10+","PB","Matched"
"48","No. previous tests: 10+","vacc",0.0320459679920012,0.0310190893588767,-0.00268315371812964,0.172510563285439,-0.0155535618632817,"No. previous tests","10+","PB","Matched"
"49","Deprivation status: 3","uv",0.197599927436723,0.158554530568675,0.00055477156278938,0.397978156897084,0.00139397490333331,"Deprivation status","3","PB","Matched"
"50","Deprivation status: 3","vacc",0.197045155873934,0.158218696165725,0.00055477156278938,0.397978156897084,0.00139397490333331,"Deprivation status","3","PB","Matched"
"51","Deprivation status: 5-Low","uv",0.202818577042582,0.161683542905326,-0.00191955179520281,0.402805358577731,-0.00476545744570176,"Deprivation status","5-Low","PB","Matched"
"52","Deprivation status: 5-Low","vacc",0.204738128837785,0.162820770892543,-0.00191955179520281,0.402805358577731,-0.00476545744570176,"Deprivation status","5-Low","PB","Matched"
"53","Deprivation status: 2","uv",0.193549884088603,0.156088655711933,-0.0023920568524835,0.396003588850841,-0.00604049286377679,"Deprivation status","2","PB","Matched"
"54","Deprivation status: 2","vacc",0.195941940941087,0.157549029053559,-0.0023920568524835,0.396003588850841,-0.00604049286377679,"Deprivation status","2","PB","Matched"
"55","Deprivation status: 1 - High","uv",0.186740748709576,0.151868961833916,0.00376316527762835,0.388179123971773,0.00969440406563953,"Deprivation status","1 - High","PB","Matched"
"56","Deprivation status: 1 - High","vacc",0.182977583431948,0.14949710274107,0.00376316527762835,0.388179123971773,0.00969440406563953,"Deprivation status","1 - High","PB","Matched"
