"","label","vacc","weighted.mean","var","mean.diff","sd.pooled","smd","characteristic","levels","vacc_type","data"
"1","Urban/Rural index: 2 Other Urban Areas","uv",0.382139306211247,0.236109188903355,-0.0104320042301791,0.487118363906751,-0.0214157482105851,"Urban/Rural index","2 Other Urban Areas","PB","Matched"
"2","Urban/Rural index: 2 Other Urban Areas","vacc",0.392571310441427,0.238459412007024,-0.0104320042301791,0.487118363906751,-0.0214157482105851,"Urban/Rural index","2 Other Urban Areas","PB","Matched"
"3","Urban/Rural index: 5 Accessible Rural","uv",0.0898702116917763,0.0817936717683464,0.00324716874730165,0.283648792002848,0.0114478497312587,"Urban/Rural index","5 Accessible Rural","PB","Matched"
"4","Urban/Rural index: 5 Accessible Rural","vacc",0.0866230429444747,0.0791196026410036,0.00324716874730165,0.283648792002848,0.0114478497312587,"Urban/Rural index","5 Accessible Rural","PB","Matched"
"5","Urban/Rural index: 1 Large Urban Areas","uv",0.321530177293445,0.218148829166166,0.000902850730085614,0.466891089827587,0.00193375018233699,"Urban/Rural index","1 Large Urban Areas","PB","Matched"
"6","Urban/Rural index: 1 Large Urban Areas","vacc",0.320627326563359,0.217825750354619,0.000902850730085614,0.466891089827587,0.00193375018233699,"Urban/Rural index","1 Large Urban Areas","PB","Matched"
"7","Urban/Rural index: 3 Accessible Small Towns","uv",0.0969777001494907,0.0875731489784858,0.00419361507338827,0.293043056552631,0.0143105764822484,"Urban/Rural index","3 Accessible Small Towns","PB","Matched"
"8","Urban/Rural index: 3 Accessible Small Towns","vacc",0.0927840850761024,0.0841753170089309,0.00419361507338827,0.293043056552631,0.0143105764822484,"Urban/Rural index","3 Accessible Small Towns","PB","Matched"
"9","Urban/Rural index: 4 Remote Small Towns","uv",0.0489339470468203,0.0465394813221226,0.00206305610753205,0.213557433340501,0.00966042752650367,"Urban/Rural index","4 Remote Small Towns","PB","Matched"
"10","Urban/Rural index: 4 Remote Small Towns","vacc",0.0468708909392882,0.0446740733478429,0.00206305610753205,0.213557433340501,0.00966042752650367,"Urban/Rural index","4 Remote Small Towns","PB","Matched"
"11","Urban/Rural index: 6 Remote Rural","uv",0.0547349739340525,0.0517391293243286,2.5313571871563e-05,0.227437590867187,0.000111298979975324,"Urban/Rural index","6 Remote Rural","PB","Matched"
"12","Urban/Rural index: 6 Remote Rural","vacc",0.054709660362181,0.0517165861546113,2.5313571871563e-05,0.227437590867187,0.000111298979975324,"Urban/Rural index","6 Remote Rural","PB","Matched"
"13","Urban/Rural index: Unknown","uv",0.00581368367316804,0.00577989288354048,0,0.0760256067620672,0,"Urban/Rural index","Unknown","PB","Matched"
"14","Urban/Rural index: Unknown","vacc",0.00581368367316804,0.00577989288354048,0,0.0760256067620672,0,"Urban/Rural index","Unknown","PB","Matched"
"15","Smoker status: Unknown","uv",0.261379505288427,0.193060531006128,0.00393204149738219,0.438308719412478,0.00897094062525795,"Smoker status","Unknown","PB","Matched"
"16","Smoker status: Unknown","vacc",0.257447463791045,0.191168536019886,0.00393204149738219,0.438308719412478,0.00897094062525795,"Smoker status","Unknown","PB","Matched"
"17","Smoker status: Ex Smoker","uv",0.128158395457058,0.111733978264801,-0.000991448231636077,0.334816590089012,-0.00296116817679941,"Smoker status","Ex Smoker","PB","Matched"
"18","Smoker status: Ex Smoker","vacc",0.129149843688694,0.112470319732866,-0.000991448231636077,0.334816590089012,-0.00296116817679941,"Smoker status","Ex Smoker","PB","Matched"
"19","Smoker status: Smoker","uv",0.204639133938328,0.162762187691691,0.00550992081070933,0.401397048801896,0.0137268592959404,"Smoker status","Smoker","PB","Matched"
"20","Smoker status: Smoker","vacc",0.199129213127618,0.159476993882052,0.00550992081070933,0.401397048801896,0.0137268592959404,"Smoker status","Smoker","PB","Matched"
"21","Smoker status: Non Smoker","uv",0.405822965316188,0.241131025243709,-0.00845051407645542,0.49182432338691,-0.0171819767234398,"Smoker status","Non Smoker","PB","Matched"
"22","Smoker status: Non Smoker","vacc",0.414273479392643,0.242651304906275,-0.00845051407645542,0.49182432338691,-0.0171819767234398,"Smoker status","Non Smoker","PB","Matched"
"23","Sex: M","uv",0.440651627592356,0.246478117317696,0.0141348172711688,0.495519264073252,0.0285252628827752,"Sex","M","PB","Matched"
"24","Sex: M","vacc",0.426516810321187,0.2446005648177,0.0141348172711688,0.495519264073252,0.0285252628827752,"Sex","M","PB","Matched"
"25","No. risk groups: 0","uv",0.600851379800613,0.239829336469442,-0.00235134956495819,0.489478737905591,-0.00480378284666516,"No. risk groups","0","PB","Matched"
