"","label","vacc","weighted.mean","var","mean.diff","sd.pooled","smd","characteristic","levels","vacc_type","data"
"1","Thrombosis or pulmonary embolus: 1","uv",0.0153737759833268,0.0151374442835512,0.00234994325540972,0.11830400430537,0.0198635986094263,"Thrombosis or pulmonary embolus",1,"PB","Matched"
"2","Thrombosis or pulmonary embolus: 1","vacc",0.0130238327279171,0.012854230585819,0.00234994325540972,0.11830400430537,0.0198635986094263,"Thrombosis or pulmonary embolus",1,"PB","Matched"
"3","Stroke/TIA: 1","uv",0.024188524232823,0.0236034727218107,0.00150615752635776,0.151280171939594,0.00995608021227771,"Stroke/TIA",1,"PB","Matched"
"4","Stroke/TIA: 1","vacc",0.0226823667064652,0.0221679081223353,0.00150615752635776,0.151280171939594,0.00995608021227771,"Stroke/TIA",1,"PB","Matched"
"5","Sickle cell disease: 1","uv",0.000620182510853194,0.000619798756129595,-6.04713105820576e-05,0.0254950019073104,-0.00237188884322923,"Sickle cell disease",1,"PB","Matched"
"6","Sickle cell disease: 1","vacc",0.000680653821435251,0.000680191488377926,-6.04713105820576e-05,0.0254950019073104,-0.00237188884322923,"Sickle cell disease",1,"PB","Matched"
"7","Severe mental illness: 1","uv",0.123247562513975,0.108057752810597,0.00503740080244022,0.325802408508471,0.0154615210657942,"Severe mental illness",1,"PB","Matched"
"8","Severe mental illness: 1","vacc",0.118210161711535,0.104236665969245,0.00503740080244022,0.325802408508471,0.0154615210657942,"Severe mental illness",1,"PB","Matched"
"9","Rheumatoid arthritis or SLE: 1","uv",0.0105135701839875,0.0104030496558565,0.000593462629433215,0.100560336338143,0.00590155772189988,"Rheumatoid arthritis or SLE",1,"PB","Matched"
"10","Rheumatoid arthritis or SLE: 1","vacc",0.00992010755455426,0.0098217128330243,0.000593462629433215,0.100560336338143,0.00590155772189988,"Rheumatoid arthritis or SLE",1,"PB","Matched"
"11","Respiratory cancer: 1","uv",0.00225853313476243,0.00225343533190382,0.000440174888655442,0.0451026036046957,0.0097594119513228,"Respiratory cancer",1,"PB","Matched"
"12","Respiratory cancer: 1","vacc",0.00181835824610698,0.0018150543719408,0.000440174888655442,0.0451026036046957,0.0097594119513228,"Respiratory cancer",1,"PB","Matched"
"13","Pulmonary rare: 1","uv",0.0048306732988225,0.00480734465493865,0.000635651915885813,0.0670252702648523,0.00948376505419548,"Pulmonary rare",1,"PB","Matched"
"14","Pulmonary rare: 1","vacc",0.00419502138293668,0.00417742905321432,0.000635651915885813,0.0670252702648523,0.00948376505419548,"Pulmonary rare",1,"PB","Matched"
"15","Pulmonary hypertension: 1","uv",0.00162710014752187,0.00162445497712727,0.000535803937947998,0.036841293356242,0.0145435702478457,"Pulmonary hypertension",1,"PB","Matched"
"16","Pulmonary hypertension: 1","vacc",0.00109129620957387,0.00109010681519409,0.000535803937947998,0.036841293356242,0.0145435702478457,"Pulmonary hypertension",1,"PB","Matched"
"17","Peripheral vascular disease: 1","uv",0.00925070420950637,0.0091651415703226,0.000742531441565728,0.0938108128039143,0.00791520102397775,"Peripheral vascular disease",1,"PB","Matched"
"18","Peripheral vascular disease: 1","vacc",0.00850817276794064,0.00843579562753952,0.000742531441565728,0.0938108128039143,0.00791520102397775,"Peripheral vascular disease",1,"PB","Matched"
"19","Parkinson's: 1","uv",0.00188164217578588,0.00187810423973788,0.000144849883487254,0.0424963676260651,0.00340852387107105,"Parkinson's",1,"PB","Matched"
"20","Parkinson's: 1","vacc",0.00173679229229863,0.00173377828308146,0.000144849883487254,0.0424963676260651,0.00340852387107105,"Parkinson's",1,"PB","Matched"
"21","Neurological disorder: 1","uv",0.00394329197376951,0.00392774794587801,0.000383922506718644,0.0611328605974509,0.00628013318805259,"Neurological disorder",1,"PB","Matched"
"22","Neurological disorder: 1","vacc",0.00355936946705087,0.00354670534377672,0.000383922506718644,0.0611328605974509,0.00628013318805259,"Neurological disorder",1,"PB","Matched"
"23","Learning disability or Down's: 0","uv",0.985191560455138,0.0145891701800121,-0.00265229980832005,0.11532032576865,-0.022999413075202,"Learning disability or Down's",0,"PB","Matched"
"24","Learning disability or Down's: 0","vacc",0.987843860263458,0.012008384890763,-0.00265229980832005,0.11532032576865,-0.022999413075202,"Learning disability or Down's",0,"PB","Matched"
"25","Learning disability or Down's: 1","uv",0.014544053349759,0.0143325440177988,0.00268886385657893,0.114120998215514,0.0235615171495529,"Learning disability or Down's",1,"PB","Matched"
"26","Learning disability or Down's: 1","vacc",0.0118551894931801,0.011714660449612,0.00268886385657893,0.114120998215514,0.0235615171495529,"Learning disability or Down's",1,"PB","Matched"
"27","Learning disability or Down's: 2","uv",0.000264386195102949,0.000264316666752797,-3.65640482589185e-05,0.0168103652870664,-0.00217508945430533,"Learning disability or Down's",2,"PB","Matched"
"28","Learning disability or Down's: 2","vacc",0.000300950243361867,0.000300860095416416,-3.65640482589185e-05,0.0168103652870664,-0.00217508945430533,"Learning disability or Down's",2,"PB","Matched"
"29","Kidney disease: 0","uv",0.9704506237686,0.0286762509238606,-0.000677841202338381,0.168395753877839,-0.00402528678264722,"Kidney disease",0,"PB","Matched"
"30","Kidney disease: 0","vacc",0.971128464970939,0.0280380089243109,-0.000677841202338381,0.168395753877839,-0.00402528678264722,"Kidney disease",0,"PB","Matched"
